FECHA,CENTRO,GRUPO_CATEG,VENTA_BRUTA,DESCUENTO,VENTA_NETA,UNIDADES,PROMO_LINES,LINES,PROMO_RATE
2026-01-01,1,1,5706941,85309.0,5621632.0,299.329,25,345,0.07246376811594203
