NroReg,FECHA,CENTRO,Estrato,OFERTA_ID,FACTURA,GRUPO_CATEG,PLU_SAP,CANTIDAD,VENTA,DESCUENTO,GRUCOM,VENTA_NETA,OFERTA_ID_NUM,PROMO_FLAG,PRECIO_UNITARIO_NETO
4726,2026-01-01,1,4,0,222,1,324,0.232,10990,0.0,1,10990.0,0,0,47370.68965517241
4736,2026-01-01,1,4,0,325,1,326,0.595,3800,0.0,1,3800.0,0,0,6386.55462184874
4752,2026-01-01,1,4,0,93,1,241,0.478,11600,0.0,1,11600.0,0,0,24267.782426778245
4760,2026-01-01,1,4,0,67,1,186,0.148,4300,0.0,1,4300.0,0,0,29054.054054054057
4770,2026-01-01,1,4,0,239,1,184,0.513,10950,0.0,1,10950.0,0,0,21345.02923976608
4793,2026-01-01,1,4,0,28,1,80,0.164,2190,0.0,1,2190.0,0,0,13353.658536585366
4819,2026-01-01,1,4,0,327,1,43,0.088,1800,0.0,1,1800.0,0,0,20454.545454545456
4821,2026-01-01,1,4,0,328,1,329,2.119,16590,0.0,1,16590.0,0,0,7829.164700330343
4831,2026-01-01,1,4,0,330,1,244,0.535,8880,0.0,1,8880.0,0,0,16598.130841121496
4836,2026-01-01,1,4,0,24,1,331,0.457,39900,0.0,1,39900.0,0,0,87308.53391684902
4847,2026-01-01,1,4,0,332,1,326,0.595,3800,0.0,1,3800.0,0,0,6386.55462184874
4857,2026-01-01,1,4,0,333,1,148,0.129,2190,0.0,1,2190.0,0,0,16976.74418604651
4886,2026-01-01,1,4,0,334,1,335,2.979,32090,0.0,1,32090.0,0,0,10772.071164820409
4908,2026-01-01,1,4,0,334,1,275,0.321,13950,0.0,1,13950.0,0,0,43457.943925233645
4920,2026-01-01,1,4,0,10,1,254,0.361,27700,0.0,1,27700.0,0,0,76731.30193905818
4928,2026-01-01,1,4,0,84,1,336,0.398,8990,0.0,1,8990.0,0,0,22587.93969849246
4977,2026-01-01,1,4,0,337,1,315,0.432,19200,0.0,1,19200.0,0,0,44444.444444444445
4989,2026-01-01,1,4,0,91,1,338,0.22,9000,0.0,1,9000.0,0,0,40909.09090909091
4998,2026-01-01,1,4,0,339,1,340,4.828,26700,0.0,1,26700.0,0,0,5530.240265120132
5063,2026-01-01,1,4,0,341,1,149,0.873,3890,0.0,1,3890.0,0,0,4455.89919816724
5069,2026-01-01,1,4,0,342,1,139,0.988,4900,0.0,1,4900.0,0,0,4959.514170040486
5078,2026-01-01,1,4,241825,343,1,344,4.323,15471,1719.0,1,13752.0,241825,1,3181.1242192921577
5105,2026-01-01,1,4,0,345,1,346,0.73,6500,0.0,1,6500.0,0,0,8904.109589041096
5155,2026-01-01,1,4,0,334,1,244,0.535,8880,0.0,1,8880.0,0,0,16598.130841121496
5156,2026-01-01,1,4,0,347,1,163,0.227,13650,0.0,1,13650.0,0,0,60132.15859030837
5164,2026-01-01,1,4,0,311,1,49,0.54,9990,0.0,1,9990.0,0,0,18500.0
5178,2026-01-01,1,4,0,14,1,348,0.432,21600,0.0,1,21600.0,0,0,50000.0
5179,2026-01-01,1,4,241825,105,1,349,2.361,7821,869.0,1,6952.0,241825,1,2944.5150360016937
5193,2026-01-01,1,4,0,350,1,336,0.398,8990,0.0,1,8990.0,0,0,22587.93969849246
5195,2026-01-01,1,4,0,61,1,351,0.707,16990,0.0,1,16990.0,0,0,24031.117397454032
5214,2026-01-01,1,4,0,352,1,353,0.192,12760,0.0,1,12760.0,0,0,66458.33333333333
5240,2026-01-01,1,4,0,343,1,139,0.988,4900,0.0,1,4900.0,0,0,4959.514170040486
5243,2026-01-01,1,4,0,144,1,95,2.839,21500,0.0,1,21500.0,0,0,7573.089115885876
5261,2026-01-01,1,4,0,354,1,355,0.692,15990,0.0,1,15990.0,0,0,23106.936416184973
5262,2026-01-01,1,4,0,65,1,227,0.218,9300,0.0,1,9300.0,0,0,42660.550458715596
5266,2026-01-01,1,4,0,356,1,139,0.988,4900,0.0,1,4900.0,0,0,4959.514170040486
5271,2026-01-01,1,4,0,119,1,357,0.93,21800,0.0,1,21800.0,0,0,23440.860215053763
5273,2026-01-01,1,4,0,358,1,359,0.317,10890,0.0,1,10890.0,0,0,34353.31230283911
5288,2026-01-01,1,4,0,91,1,210,0.208,4150,0.0,1,4150.0,0,0,19951.923076923078
5289,2026-01-01,1,4,0,32,1,360,0.804,24700,0.0,1,24700.0,0,0,30721.39303482587
5291,2026-01-01,1,4,0,361,1,362,1.15,38950,0.0,1,38950.0,0,0,33869.565217391304
5295,2026-01-01,1,4,0,363,1,364,0.175,27950,0.0,1,27950.0,0,0,159714.2857142857
5330,2026-01-01,1,4,0,8,1,365,0.369,14950,0.0,1,14950.0,0,0,40514.90514905149
5341,2026-01-01,1,4,0,257,1,366,0.517,5890,0.0,1,5890.0,0,0,11392.6499032882
5375,2026-01-01,1,4,0,235,1,90,1.404,32970,0.0,1,32970.0,0,0,23482.905982905984
5410,2026-01-01,1,4,259690,367,1,368,0.298,44600,11150.0,1,33450.0,259690,1,112248.32214765101
5435,2026-01-01,1,4,0,369,1,370,1.242,12700,0.0,1,12700.0,0,0,10225.442834138486
5437,2026-01-01,1,4,0,371,1,372,0.18,15990,0.0,1,15990.0,0,0,88833.33333333334
5446,2026-01-01,1,4,0,50,1,17,0.633,11850,0.0,1,11850.0,0,0,18720.37914691943
5451,2026-01-01,1,4,0,328,1,359,0.317,10890,0.0,1,10890.0,0,0,34353.31230283911
5510,2026-01-01,1,4,0,373,1,5,7.095,47900,0.0,1,47900.0,0,0,6751.23326286117
5512,2026-01-01,1,4,0,374,1,241,0.478,11600,0.0,1,11600.0,0,0,24267.782426778245
5524,2026-01-01,1,4,0,4,1,375,8.643,56900,0.0,1,56900.0,0,0,6583.362258475066
5552,2026-01-01,1,4,0,46,1,376,0.312,21990,0.0,1,21990.0,0,0,70480.76923076923
5580,2026-01-01,1,4,0,377,1,244,0.535,8880,0.0,1,8880.0,0,0,16598.130841121496
5584,2026-01-01,1,4,0,378,1,379,9.906,45980,0.0,1,45980.0,0,0,4641.63133454472
5597,2026-01-01,1,4,0,182,1,13,0.321,1200,0.0,1,1200.0,0,0,3738.3177570093458
5602,2026-01-01,1,4,0,2,1,139,0.988,4900,0.0,1,4900.0,0,0,4959.514170040486
5604,2026-01-01,1,4,0,380,1,51,1.677,29990,0.0,1,29990.0,0,0,17883.124627310674
5615,2026-01-01,1,4,0,356,1,381,0.633,15900,0.0,1,15900.0,0,0,25118.483412322275
5634,2026-01-01,1,4,0,382,1,304,0.828,32990,0.0,1,32990.0,0,0,39842.995169082125
5648,2026-01-01,1,4,0,334,1,124,0.788,8250,0.0,1,8250.0,0,0,10469.543147208122
5656,2026-01-01,1,4,0,286,1,90,0.468,10990,0.0,1,10990.0,0,0,23482.90598290598
5657,2026-01-01,1,4,260055,178,1,383,0.844,25990,9000.0,1,16990.0,260055,1,20130.331753554503
5658,2026-01-01,1,4,0,384,1,287,0.328,13990,0.0,1,13990.0,0,0,42652.439024390245
5680,2026-01-01,1,4,0,203,1,139,1.976,9800,0.0,1,9800.0,0,0,4959.514170040486
5696,2026-01-01,1,4,0,158,1,303,0.459,8690,0.0,1,8690.0,0,0,18932.46187363834
5704,2026-01-01,1,4,0,367,1,385,0.182,15600,0.0,1,15600.0,0,0,85714.28571428571
5710,2026-01-01,1,4,0,67,1,386,0.364,8090,0.0,1,8090.0,0,0,22225.274725274725
5714,2026-01-01,1,4,0,387,1,329,2.119,16590,0.0,1,16590.0,0,0,7829.164700330343
5728,2026-01-01,1,4,0,388,1,309,0.293,16900,0.0,1,16900.0,0,0,57679.180887372015
5757,2026-01-01,1,4,0,389,1,83,0.304,5600,0.0,1,5600.0,0,0,18421.052631578947
5796,2026-01-01,1,4,0,390,1,11,0.402,12150,0.0,1,12150.0,0,0,30223.880597014922
5813,2026-01-01,1,4,0,101,1,207,0.154,21990,0.0,1,21990.0,0,0,142792.2077922078
5824,2026-01-01,1,4,0,38,1,391,0.456,4350,0.0,1,4350.0,0,0,9539.473684210527
5867,2026-01-01,1,4,0,72,1,392,0.962,34650,0.0,1,34650.0,0,0,36018.71101871102
5880,2026-01-01,1,4,0,77,1,205,0.298,8600,0.0,1,8600.0,0,0,28859.060402684565
5912,2026-01-01,1,4,0,393,1,139,0.988,4900,0.0,1,4900.0,0,0,4959.514170040486
5922,2026-01-01,1,4,0,394,1,395,0.665,6200,0.0,1,6200.0,0,0,9323.30827067669
5953,2026-01-01,1,4,0,152,1,396,1.065,42990,0.0,1,42990.0,0,0,40366.19718309859
5960,2026-01-01,1,4,0,93,1,149,0.873,3890,0.0,1,3890.0,0,0,4455.89919816724
5964,2026-01-01,1,4,0,325,1,397,0.858,12300,0.0,1,12300.0,0,0,14335.664335664336
5978,2026-01-01,1,4,0,150,1,398,0.392,18990,0.0,1,18990.0,0,0,48443.87755102041
5984,2026-01-01,1,4,0,399,1,400,1.134,36350,0.0,1,36350.0,0,0,32054.67372134039
5986,2026-01-01,1,4,0,401,1,402,0.457,19200,0.0,1,19200.0,0,0,42013.129102844636
5991,2026-01-01,1,4,0,286,1,403,0.41,18100,0.0,1,18100.0,0,0,44146.34146341464
6018,2026-01-01,1,4,0,193,1,404,0.378,28700,0.0,1,28700.0,0,0,75925.92592592593
6019,2026-01-01,1,4,0,6,1,104,1.628,25990,0.0,1,25990.0,0,0,15964.373464373466
6032,2026-01-01,1,4,251106,291,1,198,0.152,4005,445.0,1,3560.0,251106,1,23421.052631578947
6038,2026-01-01,1,4,0,369,1,37,1.614,9750,0.0,1,9750.0,0,0,6040.892193308549
6049,2026-01-01,1,4,0,187,1,221,0.857,18360,0.0,1,18360.0,0,0,21423.570595099183
